,k2=600,,,,,,k2=900,,,,,
,LS,LAV,SVR,MLP,AsyLAV,AsySVR,LS,LAV,SVR,MLP,AsyLAV,AsySVR
716,-98.81680751,-128.3192349,-101.855194,-215.010764,-1.137728943,6.015230613,-98.81680751,-128.3192349,-101.855194,-215.010764,-1.088939898,11.69153721
717,281.3280596,314.1479571,303.5394976,44.73704389,470.5194543,479.2866351,281.3280596,314.1479571,303.5394976,44.73704389,465.7277763,461.6387145
718,371.5327628,395.0724479,370.6345055,173.1844848,593.5885081,602.250065,371.5327628,395.0724479,370.6345055,173.1844848,597.7495391,589.4632286
719,-7.803245214,-21.63065179,-25.55102293,-5.20767768,204.1997005,208.3459021,-7.803245214,-21.63065179,-25.55102293,-5.20767768,227.5223967,229.5688247
720,-223.5442938,-226.8270231,-220.7473232,-208.4636471,-20.71328695,-15.45420615,-223.5442938,-226.8270231,-220.7473232,-208.4636471,-1.392197158,3.056253737
721,-72.03789469,-104.3360834,-80.45866511,-46.40607327,67.94248968,76.0388827,-72.03789469,-104.3360834,-80.45866511,-46.40607327,86.49816283,90.46026176
722,37.39361888,7.300763872,18.97873914,75.15796187,165.6766087,175.1692895,37.39361888,7.300763872,18.97873914,75.15796187,180.4604603,189.4594264
723,134.3400019,107.0667241,110.1038317,219.1548779,248.9360098,260.0848299,134.3400019,107.0667241,110.1038317,219.1548779,269.4045622,282.6911224
724,-179.9205252,-219.7742843,-140.295139,179.8101147,-42.21696324,-31.62576626,-179.9205252,-219.7742843,-140.295139,179.8101147,-28.20187236,-15.9758245
725,-174.1270973,-139.4896818,-176.9826881,-40.41144985,65.1929089,75.26670076,-174.1270973,-139.4896818,-176.9826881,-40.41144985,71.22768584,79.46677001
726,129.9138999,50.41219851,89.67495151,-8.57582626,288.4527609,287.8176286,129.9138999,50.41219851,89.67495151,-8.57582626,301.8414579,320.6547786
727,194.9960737,120.1557703,150.2711163,30.0870153,419.4627657,414.3388664,194.9960737,120.1557703,150.2711163,30.0870153,436.9777862,454.145285
728,91.92343217,65.23172042,95.98386026,-77.18359477,352.4402366,347.535048,91.92343217,65.23172042,95.98386026,-77.18359477,384.1759092,394.0921558
729,-23.35955556,-82.95752432,-4.16746843,-98.67727548,232.8452986,230.312786,-23.35955556,-82.95752432,-4.16746843,-98.67727548,279.1582262,287.6370063
730,43.36392417,36.94700855,44.45708524,-100.0752978,358.2735491,358.4866585,43.36392417,36.94700855,44.45708524,-100.0752978,421.4728204,424.7300169
731,45.51456169,-36.06386568,13.80842193,-193.1705224,288.2636349,288.7928662,45.51456169,-36.06386568,13.80842193,-193.1705224,371.8424307,374.0421995
732,95.85804705,37.20557378,98.08312202,-380.7582434,390.0191867,389.4787523,95.85804705,37.20557378,98.08312202,-380.7582434,476.1746199,471.49856
733,-4.817542989,-58.47027449,-17.53773888,-427.6446857,343.674442,339.7232538,-4.817542989,-58.47027449,-17.53773888,-427.6446857,431.5959971,416.7848617
734,-2.696309612,-47.98609958,-16.04049093,-448.5814444,311.2700911,305.4617025,-2.696309612,-47.98609958,-16.04049093,-448.5814444,393.8156686,369.0436589
735,25.05428286,-35.48139572,-22.22616109,-413.4755636,351.0639224,345.0029653,25.05428286,-35.48139572,-22.22616109,-413.4755636,436.1574245,406.3763817
736,-69.02890433,-136.3235695,-87.37350252,-339.154225,259.317923,251.9919508,-69.02890433,-136.3235695,-87.37350252,-339.154225,356.0541332,330.2280226
737,-125.8592598,-154.8572151,-145.3856621,-335.976893,256.9342956,251.1065132,-125.8592598,-154.8572151,-145.3856621,-335.976893,361.7671166,338.5650575
738,71.65052483,3.595646257,51.59811754,-156.9058785,413.0993501,404.9543113,71.65052483,3.595646257,51.59811754,-156.9058785,516.6987039,501.1740242
739,86.940617,-4.747673116,25.3602435,-212.3371942,401.1105595,393.0987219,86.940617,-4.747673116,25.3602435,-212.3371942,502.8620934,494.21986
740,125.904749,53.76696917,93.60704752,-173.2084472,425.6989278,419.1051755,125.904749,53.76696917,93.60704752,-173.2084472,521.5194842,514.1452215
741,2.158355262,4.721646263,23.26053449,-153.7480876,285.3353612,287.0596651,2.158355262,4.721646263,23.26053449,-153.7480876,361.3193517,345.5960613
742,158.8353451,113.1891533,143.8342032,9.473682068,362.6719295,364.5741044,158.8353451,113.1891533,143.8342032,9.473682068,433.3342214,430.3596929
743,131.3237162,107.8850193,99.34583477,13.90103388,345.8248926,351.3774461,131.3237162,107.8850193,99.34583477,13.90103388,407.2911721,407.8791001
744,81.09486005,53.27060174,72.02455689,22.67346006,278.7573618,283.9596479,81.09486005,53.27060174,72.02455689,22.67346006,323.3679216,325.963968
745,149.9455409,145.6729691,165.3124894,199.6288938,376.3250922,381.791096,149.9455409,145.6729691,165.3124894,199.6288938,408.3435822,403.9793291
746,187.299994,160.1237301,180.6322093,189.8204309,414.8010412,414.595896,187.299994,160.1237301,180.6322093,189.8204309,439.3507776,436.4161586
747,163.6851318,152.8903072,177.8584649,99.9456226,352.8202748,352.7217087,163.6851318,152.8903072,177.8584649,99.9456226,372.0014428,367.3487669
748,188.4201534,201.281165,199.7168026,89.87209487,427.1353,421.4350381,188.4201534,201.281165,199.7168026,89.87209487,436.2765211,439.3772038
749,161.7562924,169.7701645,155.4020875,176.1960867,359.9827131,354.0556421,161.7562924,169.7701645,155.4020875,176.1960867,368.185954,373.734114
750,82.15124499,73.07518047,80.48102877,33.35154673,240.7616253,237.3245032,82.15124499,73.07518047,80.48102877,33.35154673,248.8900744,252.4006656
751,-79.59445783,-43.22184508,-48.80805669,-219.029466,91.84557317,91.21338274,-79.59445783,-43.22184508,-48.80805669,-219.029466,92.3975803,92.20415624
752,-124.5054964,-132.5539904,-109.7074214,-303.7099763,26.25898831,22.68943936,-124.5054964,-132.5539904,-109.7074214,-303.7099763,37.26251646,44.45205869
753,-41.65389512,-39.02660812,-28.47726659,-217.6839485,193.6103059,185.7137298,-41.65389512,-39.02660812,-28.47726659,-217.6839485,196.8234464,206.0752428
754,-57.11294566,-72.2851074,-78.26436421,-177.6574356,174.520882,163.1257286,-57.11294566,-72.2851074,-78.26436421,-177.6574356,181.1151719,196.25908
755,134.5083836,83.55564907,106.1291548,-77.89940854,333.9919865,322.5458031,134.5083836,83.55564907,106.1291548,-77.89940854,346.8816512,364.3479103
756,250.5078227,240.9083671,236.7950697,48.99442612,532.8231935,528.3820917,250.5078227,240.9083671,236.7950697,48.99442612,552.120987,567.0417512
757,122.4621582,126.7195788,168.1188156,104.4179573,383.14746,385.9719184,122.4621582,126.7195788,168.1188156,104.4179573,412.9363759,432.6218121
758,111.1420571,102.6088879,128.1788044,157.6124369,376.5637585,380.2944589,111.1420571,102.6088879,128.1788044,157.6124369,412.9359046,447.9611508
759,227.1796242,187.3965696,212.3276754,269.6854063,432.2991964,437.6851654,227.1796242,187.3965696,212.3276754,269.6854063,463.1825873,503.024528
760,182.5617963,192.4312605,183.191187,380.1238978,399.1884188,409.112981,182.5617963,192.4312605,183.191187,380.1238978,417.5227879,450.079702
761,88.96901261,127.6920962,132.3287571,324.6520675,285.2847776,296.9923368,88.96901261,127.6920962,132.3287571,324.6520675,287.9764467,314.6149349
762,140.3429563,159.9063656,156.93566,218.4575347,289.2500773,302.6986685,140.3429563,159.9063656,156.93566,218.4575347,288.1795309,307.556439
763,-88.15879226,-71.11378791,-76.41094336,-12.06483481,99.69068111,110.3163782,-88.15879226,-71.11378791,-76.41094336,-12.06483481,93.81873169,112.8586825
764,-73.02614231,-53.57445926,-76.89788739,-100.035746,140.8161137,148.5634576,-73.02614231,-53.57445926,-76.89788739,-100.035746,142.8651945,158.6836224
765,-136.5284207,-153.9076893,-131.0410051,-162.719524,77.25513989,78.84506799,-136.5284207,-153.9076893,-131.0410051,-162.719524,90.15960503,102.9763643
766,206.3527696,167.3867185,177.3736053,15.81943518,395.8337882,399.3615798,206.3527696,167.3867185,177.3736053,15.81943518,418.7444119,425.6152396
767,50.44920961,15.88206425,62.06352069,-60.30404003,243.3723155,249.5598953,50.44920961,15.88206425,62.06352069,-60.30404003,273.2734958,275.2734163
768,-22.65946738,-22.33318396,-13.2465412,-133.4254159,171.9889362,183.7836606,-22.65946738,-22.33318396,-13.2465412,-133.4254159,209.4707159,209.5302834
769,74.22488521,67.44336218,72.95219326,-166.2526125,239.6707031,253.3912444,74.22488521,67.44336218,72.95219326,-166.2526125,277.4541719,278.8236242
770,181.9090984,119.3223228,143.8374017,-56.74680349,292.2516045,302.9518841,181.9090984,119.3223228,143.8374017,-56.74680349,325.5235465,336.2673278
771,68.15152081,55.33321254,63.73965862,-99.77446484,196.0679096,207.8316345,68.15152081,55.33321254,63.73965862,-99.77446484,216.7521372,224.2909466
772,-41.65479343,-42.22936775,-20.58830885,-20.70687055,98.6965514,109.0786461,-41.65479343,-42.22936775,-20.58830885,-20.70687055,98.37480304,99.32059341
773,-288.3252705,-277.1677604,-284.325687,-138.9205881,-108.7736717,-101.428923,-288.3252705,-277.1677604,-284.325687,-138.9205881,-120.1260583,-119.2429004
774,-133.9485371,-173.5438089,-183.0354446,82.5117674,49.0941024,45.74392206,-133.9485371,-173.5438089,-183.0354446,82.5117674,49.5564375,62.69708024
775,-338.0858817,-401.2617642,-360.7777561,4.525315758,-115.653197,-125.2777759,-338.0858817,-401.2617642,-360.7777561,4.525315758,-104.726135,-86.62618695
776,-280.3511412,-328.8144805,-310.7326275,-43.72535666,-19.05584529,-29.56242949,-280.3511412,-328.8144805,-310.7326275,-43.72535666,16.47173339,34.42647239
777,-705.2354546,-800.6671894,-724.7875278,-446.3375822,-412.2137632,-423.0161054,-705.2354546,-800.6671894,-724.7875278,-446.3375822,-350.9785887,-327.3239723
778,-732.3213829,-802.5678811,-785.3098232,-703.5968548,-424.2855138,-430.0179515,-732.3213829,-802.5678811,-785.3098232,-703.5968548,-328.2643217,-306.4217597
779,-670.6764424,-812.9233184,-720.2573812,-730.142948,-383.6662682,-387.7860811,-670.6764424,-812.9233184,-720.2573812,-730.142948,-259.4671114,-236.7551284
780,-73.78893979,-209.7387278,-143.8696469,-434.6994327,244.8226496,242.3573472,-73.78893979,-209.7387278,-143.8696469,-434.6994327,394.8423409,417.5438958
781,424.5960038,263.8963594,352.0580935,-122.1537959,782.6103347,779.2184795,424.5960038,263.8963594,352.0580935,-122.1537959,951.659927,969.0241506
782,743.4712518,648.4583706,719.4667632,142.2245062,1128.89285,1129.784665,743.4712518,648.4583706,719.4667632,142.2245062,1285.585243,1286.886197
783,619.0712201,567.9148584,619.6759016,142.5377992,1007.692609,1014.722139,619.0712201,567.9148584,619.6759016,142.5377992,1136.30653,1119.310391
784,287.8109507,291.0848126,305.5574917,39.4408529,639.7559433,650.3746911,287.8109507,291.0848126,305.5574917,39.4408529,733.1218557,702.986604
785,-173.1373603,-108.2083901,-135.3331937,-206.0586023,119.4013362,134.2263026,-173.1373603,-108.2083901,-135.3331937,-206.0586023,163.877944,123.5419162
786,-66.10333119,-12.48506749,-83.81711236,-275.0746894,146.4344188,153.0297458,-66.10333119,-12.48506749,-83.81711236,-275.0746894,168.2710607,137.2517776
787,190.3361052,173.1992526,122.041757,-228.3911935,398.2304665,391.0523295,190.3361052,173.1992526,122.041757,-228.3911935,419.5807962,409.2030012
788,243.8815235,247.2117098,205.8039219,-206.3777639,532.5966137,514.7352627,243.8815235,247.2117098,205.8039219,-206.3777639,569.6414374,567.0471775
789,165.6234839,149.6899401,171.7275066,-294.2500401,491.9503042,467.3231166,165.6234839,149.6899401,171.7275066,-294.2500401,543.5273308,544.3246594
790,52.53344253,6.92304344,37.47633543,-359.7315931,380.9351993,357.8946404,52.53344253,6.92304344,37.47633543,-359.7315931,447.0245826,444.6918535
791,-110.862957,-178.7549535,-118.5431438,-486.0675599,182.8166605,169.646922,-110.862957,-178.7549535,-118.5431438,-486.0675599,253.4200116,240.0796888
792,-305.0981992,-342.7384484,-310.0373061,-625.7627855,-74.14979223,-71.18439353,-305.0981992,-342.7384484,-310.0373061,-625.7627855,-12.14122215,-40.81099759
793,-121.2474742,-197.5560406,-117.9971912,-370.8216213,-40.4026173,-23.4574255,-121.2474742,-197.5560406,-117.9971912,-370.8216213,28.98441754,-4.559730469
794,156.1372367,100.6926251,123.5671278,-232.8099732,290.4434042,314.7781287,156.1372367,100.6926251,123.5671278,-232.8099732,370.2864085,342.5329201
795,202.863516,168.5566664,197.4529409,-29.28429237,354.3212729,372.9813623,202.863516,168.5566664,197.4529409,-29.28429237,443.0139738,437.0699662
796,-5.911703167,-29.93264807,-11.05132112,-29.60805652,249.8204103,251.1231373,-5.911703167,-29.93264807,-11.05132112,-29.60805652,322.6463232,341.3188764
797,-75.1722795,-98.9155973,-94.32150491,-12.60910971,210.1680903,191.6987143,-75.1722795,-98.9155973,-94.32150491,-12.60910971,234.5292817,260.5362122
798,-2.195768757,-22.41617457,-61.43491503,-114.8629927,248.8023084,220.1991628,-2.195768757,-22.41617457,-61.43491503,-114.8629927,229.3434575,244.9912781
799,84.96771374,118.3385082,85.97342446,-128.4195262,331.1951509,298.1350174,84.96771374,118.3385082,85.97342446,-128.4195262,276.0507572,276.7116994
800,21.99153823,49.0288021,46.09739798,-158.4690068,234.7111918,207.2367328,21.99153823,49.0288021,46.09739798,-158.4690068,196.3567241,190.550036
801,37.13334201,103.2424703,105.6810846,-60.68626571,320.4902639,299.6125704,37.13334201,103.2424703,105.6810846,-60.68626571,312.268318,314.2838167
802,41.87700929,56.17009012,27.54528325,-187.7666648,358.4456426,342.6944257,41.87700929,56.17009012,27.54528325,-187.7666648,396.0733,421.5338989
803,228.4431792,161.2413085,179.531538,-118.8186329,504.1925968,491.1921534,228.4431792,161.2413085,179.531538,-118.8186329,579.1065829,620.8960968
804,42.49563892,-7.875104554,6.6258977,-129.5791251,374.8873169,373.2864467,42.49563892,-7.875104554,6.6258977,-129.5791251,456.9223824,493.0981424
805,274.218956,204.3958885,293.3890869,97.38279912,505.9353921,514.4408617,274.218956,204.3958885,293.3890869,97.38279912,586.5823781,616.9715039
806,289.9221481,245.3885398,285.9116756,195.2620667,526.9698264,543.6225454,289.9221481,245.3885398,285.9116756,195.2620667,594.9963374,619.4104466
807,358.5379733,339.5392082,363.6990961,311.551285,549.6863557,571.1916625,358.5379733,339.5392082,363.6990961,311.551285,609.1137834,635.9878715
808,-100.7528893,-70.2082069,-57.1460062,216.9175457,108.6472693,135.1459612,-100.7528893,-70.2082069,-57.1460062,216.9175457,145.5619595,165.715246
809,-159.6382948,-99.98181653,-131.8482423,33.50611197,47.82885967,67.62819153,-159.6382948,-99.98181653,-131.8482423,33.50611197,62.09842827,87.06934852
810,7.862205401,52.33061203,-7.334491209,-55.97416771,160.4124009,174.0604393,7.862205401,52.33061203,-7.334491209,-55.97416771,149.9562146,168.2091283
811,-50.50280753,-30.08807976,-65.79418157,-124.3580814,110.6596456,107.153869,-50.50280753,-30.08807976,-65.79418157,-124.3580814,84.23184304,107.474845
812,-75.37719023,-33.36792895,-93.20573016,-168.3415118,105.4536936,93.18433376,-75.37719023,-33.36792895,-93.20573016,-168.3415118,85.19894887,106.1938617
813,-157.6300826,-152.8938849,-149.8351071,-130.5864502,12.60239184,-8.635982721,-157.6300826,-152.8938849,-149.8351071,-130.5864502,-0.440687256,21.93435623
814,143.0327729,167.9267992,111.0047945,16.5550444,302.6210789,291.8501121,143.0327729,167.9267992,111.0047945,16.5550444,305.6735775,317.5554131
815,46.08907078,18.80212206,38.14242028,298.6331022,181.109102,181.607297,46.08907078,18.80212206,38.14242028,298.6331022,204.4627785,212.8044377
816,-207.6395251,-207.6369938,-175.0104037,122.8298948,-60.20810739,-41.08623704,-207.6395251,-207.6369938,-175.0104037,122.8298948,-26.77222225,-28.02543846
817,131.5675092,102.3423573,121.9352803,131.4505524,274.1932794,298.2959377,131.5675092,102.3423573,121.9352803,131.4505524,312.945904,314.8359425
818,248.7368751,171.0101906,222.7495463,23.0830613,352.642739,373.359102,248.7368751,171.0101906,222.7495463,23.0830613,387.3921129,404.8306263
819,316.9430168,270.5267735,272.376355,130.0379062,444.9538944,461.9944263,316.9430168,270.5267735,272.376355,130.0379062,474.4310145,505.3080979
820,10.03603417,10.29035722,29.2761327,84.40478222,142.0547011,155.5820068,10.03603417,10.29035722,29.2761327,84.40478222,146.6682065,183.5853803
821,-63.77864525,-20.80874957,-71.10200392,42.21534789,111.9528145,121.8653193,-63.77864525,-20.80874957,-71.10200392,42.21534789,100.8838821,148.4798056
822,21.88434691,41.91941176,11.21584191,141.6192833,197.6438796,197.863592,21.88434691,41.91941176,11.21584191,141.6192833,177.8276203,225.3470449
823,-41.2899354,-69.46889485,-56.62820491,3.631748672,144.4005704,133.5626615,-41.2899354,-69.46889485,-56.62820491,3.631748672,131.2753036,177.5786534
824,-41.7514043,-34.13987403,-3.265331031,-5.821408812,207.1984358,189.0120948,-41.7514043,-34.13987403,-3.265331031,-5.821408812,200.364516,225.943685
825,-188.9027708,-219.6702888,-175.536795,-90.08963569,108.5214298,85.04668862,-188.9027708,-219.6702888,-175.536795,-90.08963569,123.6051807,133.5817223
826,-186.4699137,-164.7736031,-188.2428367,-114.5260816,130.8892399,116.4859913,-186.4699137,-164.7736031,-188.2428367,-114.5260816,175.218198,162.298601
827,-198.3893018,-265.1321826,-244.3783824,-260.4164999,114.0647449,106.5072439,-198.3893018,-265.1321826,-244.3783824,-260.4164999,207.5270892,193.1582352
828,-9.969902176,-97.92351427,-53.43321674,-286.9562331,316.0385502,317.6768541,-9.969902176,-97.92351427,-53.43321674,-286.9562331,453.7465026,440.9211183
829,255.0238035,154.0525334,203.7891857,-118.3346617,643.5587755,649.4697083,255.0238035,154.0525334,203.7891857,-118.3346617,817.0439029,804.8500266
830,326.2699845,213.3459852,331.3168424,28.73752894,697.1416189,702.5892449,326.2699845,213.3459852,331.3168424,28.73752894,864.9218544,854.4348734
831,285.0556323,197.9679307,242.9719999,65.4010216,638.3568236,643.9624407,285.0556323,197.9679307,242.9719999,65.4010216,782.792597,766.0536
832,30.69710582,5.778205187,41.14145359,101.9433258,364.2928373,368.7480088,30.69710582,5.778205187,41.14145359,101.9433258,458.895105,436.3180223
833,-343.573065,-264.9919984,-328.5385612,-13.69696877,-36.50525738,-26.84640785,-343.573065,-264.9919984,-328.5385612,-13.69696877,-0.205710604,-34.57885992
834,-169.582593,-141.5668891,-196.8018111,-80.15944346,30.08438493,29.81898277,-169.582593,-141.5668891,-196.8018111,-80.15944346,49.08191509,31.01134003
835,-89.96721065,-85.73103548,-158.7174537,-236.5167255,140.2206656,131.8158611,-89.96721065,-85.73103548,-158.7174537,-236.5167255,154.0125787,152.8508006
836,45.33014636,19.41068684,16.73661392,-240.6714612,307.791068,286.1736953,45.33014636,19.41068684,16.73661392,-240.6714612,342.934646,355.7082881
837,40.2889677,24.23267893,43.82289818,-220.5943582,399.0642517,372.4160781,40.2889677,24.23267893,43.82289818,-220.5943582,449.7075595,462.3849966
838,67.81191007,25.26591566,71.19787423,-154.592153,386.7312028,362.6312044,67.81191007,25.26591566,71.19787423,-154.592153,450.4332372,458.2519822
839,225.1746597,145.7180248,190.1590462,-203.0878554,486.2471472,475.0203996,225.1746597,145.7180248,190.1590462,-203.0878554,560.9155049,556.4419399
840,-68.95246746,-86.81845786,-54.51648987,-304.797284,178.6047452,184.5826809,-68.95246746,-86.81845786,-54.51648987,-304.797284,241.476234,222.2614551
841,-95.68028356,-115.9857846,-67.87157604,-148.1365023,20.2049161,44.73163094,-95.68028356,-115.9857846,-67.87157604,-148.1365023,92.52116586,62.57702721
842,36.83035548,0.260010584,41.31285765,-132.4461609,139.0755273,165.8407203,36.83035548,0.260010584,41.31285765,-132.4461609,203.8632652,180.8001383
843,145.9051542,133.7212219,122.699825,31.05990665,280.0229181,300.2534946,145.9051542,133.7212219,122.699825,31.05990665,349.6628642,344.4082048
844,157.8277593,138.4748674,163.6258135,171.2174904,391.2292166,389.854299,157.8277593,138.4748674,163.6258135,171.2174904,438.3197357,452.4908834
845,169.3980661,208.7050399,166.3543645,251.2088234,495.1136771,475.7582291,169.3980661,208.7050399,166.3543645,251.2088234,496.7596877,510.2452149
846,130.4779453,126.421609,103.3230992,-5.268594529,406.5682167,372.5008511,130.4779453,126.421609,103.3230992,-5.268594529,376.4151762,387.3590769
847,143.3017183,201.5781032,144.2560748,-67.77665334,431.4215108,394.485477,143.3017183,201.5781032,144.2560748,-67.77665334,366.6184215,360.7922549
848,-62.24111712,-7.537350289,-23.78716579,-161.8343812,172.8127323,143.0331677,-62.24111712,-7.537350289,-23.78716579,-161.8343812,126.545578,113.8705182
849,-30.4111482,51.12953465,39.73421017,-101.3814591,239.7884274,219.2624646,-30.4111482,51.12953465,39.73421017,-101.3814591,222.725538,215.4383345
850,-43.00304389,-47.74403546,-46.46061223,-146.5030736,227.6639782,212.0051632,-43.00304389,-47.74403546,-46.46061223,-146.5030736,257.8856081,276.251229
851,100.8196739,60.55839397,59.59208516,-91.38013584,347.9587881,340.4318435,100.8196739,60.55839397,59.59208516,-91.38013584,417.8961482,447.1357741
852,-110.44939,-165.232696,-135.1099483,-124.3648366,212.795143,212.3199671,-110.44939,-165.232696,-135.1099483,-124.3648366,292.0408368,325.5814999
853,-42.50732888,-108.7395955,-27.66379307,-25.20571196,200.0090241,209.2971114,-42.50732888,-108.7395955,-27.66379307,-25.20571196,280.7699873,307.43334
854,190.4299324,130.9826584,163.898584,105.9950991,449.8378688,461.4265625,190.4299324,130.9826584,163.898584,105.9950991,522.9422131,551.6590653
855,347.3321671,285.8690484,338.1204571,229.2155886,544.809181,559.953393,347.3321671,285.8690484,338.1204571,229.2155886,603.0904235,633.2471758
856,-123.1650764,-104.1682094,-82.10704551,167.5159236,118.0682232,137.3777937,-123.1650764,-104.1682094,-82.10704551,167.5159236,158.1914979,179.9194944
857,-166.1495536,-90.01784963,-125.5547166,47.58246863,74.24667687,90.65783914,-166.1495536,-90.01784963,-125.5547166,47.58246863,91.13245103,115.3532446
858,-5.392973079,30.70693133,-3.084091393,-9.168060917,143.8285148,155.562166,-5.392973079,30.70693133,-3.084091393,-9.168060917,138.1884491,158.0939052
859,112.3304361,150.8945411,85.87185087,24.13726446,283.87754,280.6492236,112.3304361,150.8945411,85.87185087,24.13726446,265.8664179,290.5323123
860,24.32987153,67.30920753,20.13316968,12.49057778,194.6750527,183.4178124,24.32987153,67.30920753,20.13316968,12.49057778,176.5637167,199.4181838
861,-72.53371637,-36.8385678,-47.96532573,-118.9556133,120.0726089,100.4291163,-72.53371637,-36.8385678,-47.96532573,-118.9556133,103.2850399,120.8851916
862,114.5513165,138.7250744,86.87815883,-38.0635515,284.1527201,271.8018799,114.5513165,138.7250744,86.87815883,-38.0635515,274.3474905,281.1946096
