,k2=600,,,,,,k2=900,,,,,
,LS,LAV,SVR,MLP,AsyLAV,AsySVR,LS,LAV,SVR,MLP,AsyLAV,AsySVR
357,30.50023241,74.0009186,58.02206198,457.866859,285.5150648,301.2796841,30.50023241,74.0009186,58.02206198,457.866859,315.935119,307.9852769
358,125.0780426,144.4707188,143.2800935,377.2492945,319.5987475,328.4856814,125.0780426,144.4707188,143.2800935,377.2492945,351.8953886,363.535725
359,58.64946833,45.51943014,50.40774897,62.553696,251.1314478,251.7767712,58.64946833,45.51943014,50.40774897,62.553696,279.881614,306.4223936
360,196.4621751,228.5925757,152.4754393,-20.73713314,447.4123192,440.9270058,196.4621751,228.5925757,152.4754393,-20.73713314,462.5462676,493.5734791
361,223.9178284,219.245003,243.6424972,-9.7871577,409.4782841,401.3864178,223.9178284,219.245003,243.6424972,-9.7871577,419.391109,440.710545
362,397.7491553,442.8575767,441.790588,132.3316858,630.3866692,622.8512797,397.7491553,442.8575767,441.790588,132.3316858,621.4702468,622.5237599
363,506.1712714,549.8802916,569.3825893,299.901362,703.7163476,699.1083722,506.1712714,549.8802916,569.3825893,299.901362,696.4700626,683.2500439
364,302.7805981,337.1253536,368.0784852,223.053266,513.7996999,508.271119,302.7805981,337.1253536,368.0784852,223.053266,496.5934888,476.4674572
365,335.064004,438.4479599,378.7227378,449.1559315,563.7820989,561.3104304,335.064004,438.4479599,378.7227378,449.1559315,540.1502233,510.7710011
366,283.441867,326.2922197,304.0899893,539.223532,434.3154043,432.7380491,283.441867,326.2922197,304.0899893,539.223532,414.8235411,390.2024406
367,200.7230883,271.9766138,235.4390082,479.1861674,379.7668073,380.541909,200.7230883,271.9766138,235.4390082,479.1861674,358.6845297,339.5139449
368,-41.40056062,-0.450656642,-33.20513997,274.996802,159.1267413,154.8135554,-41.40056062,-0.450656642,-33.20513997,274.996802,157.1198028,157.3921778
369,-393.3544136,-366.6596841,-347.5985815,-147.9838819,-153.1829326,-166.2199066,-393.3544136,-366.6596841,-347.5985815,-147.9838819,-162.3106416,-147.7099783
370,-282.907637,-293.2423798,-299.997665,-168.6221826,-10.14228028,-30.0629573,-282.907637,-293.2423798,-299.997665,-168.6221826,-13.38529192,8.757507627
371,-66.9188906,-113.6021739,-68.0106593,-81.96660855,153.7754509,133.0462536,-66.9188906,-113.6021739,-68.0106593,-81.96660855,148.5707667,167.1724834
372,139.5578798,139.8997288,130.5754337,44.82953315,418.1212275,406.3982467,139.5578798,139.8997288,130.5754337,44.82953315,429.9959937,442.9221909
373,9.475551565,-5.627834098,77.71331652,92.41499484,264.2662463,262.4178116,9.475551565,-5.627834098,77.71331652,92.41499484,287.9157666,297.5727242
374,-153.9293591,-117.1341775,-128.0599179,54.25829212,148.3477475,155.9287067,-153.9293591,-117.1341775,-128.0599179,54.25829212,192.1774514,210.1409211
375,25.69662229,-24.45642929,18.63451094,92.02365862,224.3816854,232.3159599,25.69662229,-24.45642929,18.63451094,92.02365862,278.0377322,309.531776
376,69.94776985,35.55225735,47.30360789,163.9865799,251.7486151,263.9653288,69.94776985,35.55225735,47.30360789,163.9865799,299.0021225,325.742564
377,31.17209706,40.12238328,62.43754873,214.2444179,213.1602229,226.8308043,31.17209706,40.12238328,62.43754873,214.2444179,251.6342656,274.371732
378,-94.00969001,-62.42034095,-47.372831,37.95581476,92.24766384,107.5196151,-94.00969001,-62.42034095,-47.372831,37.95581476,110.7956289,122.3508017
379,-179.1629963,-160.0711153,-162.9149538,-133.2441126,6.928125203,15.20093118,-179.1629963,-160.0711153,-162.9149538,-133.2441126,7.266770772,18.90976258
380,-90.65610375,-69.71313068,-116.599683,-118.4527079,96.05988604,100.9814565,-90.65610375,-69.71313068,-116.599683,-118.4527079,88.16354476,92.4956254
381,-100.220951,-102.6716124,-90.46328078,-73.93225833,94.66797646,92.27700173,-100.220951,-102.6716124,-90.46328078,-73.93225833,86.24184262,88.888203
382,-13.63673325,-8.716684453,-15.47102579,57.24800373,169.7615629,169.7539245,-13.63673325,-8.716684453,-15.47102579,57.24800373,170.6250526,165.6640224
383,-36.369402,-23.56138061,-14.54649436,107.3615719,154.7005526,153.6469473,-36.369402,-23.56138061,-14.54649436,107.3615719,164.6233932,166.4613944
384,-71.81233594,-98.17609197,-92.898038,161.4394234,91.58087362,95.26202171,-71.81233594,-98.17609197,-92.898038,161.4394234,114.8300158,122.7522056
385,-8.613393406,-24.88784805,-17.70572985,111.3029977,153.5098345,159.8770767,-8.613393406,-24.88784805,-17.70572985,111.3029977,187.2187384,197.751476
386,-71.03942128,-105.9318254,-89.84681508,-44.21617487,69.31499769,79.05315473,-71.03942128,-105.9318254,-89.84681508,-44.21617487,101.3705992,114.9750556
387,13.60600462,-33.44278782,19.78640686,-118.2734551,107.5891917,119.3580303,13.60600462,-33.44278782,19.78640686,-118.2734551,136.7675101,148.5615116
388,-88.69091876,-104.0070735,-81.78475671,-273.0269808,70.88820938,84.77191847,-88.69091876,-104.0070735,-81.78475671,-273.0269808,83.5252266,89.1530639
389,-108.6497387,-123.890113,-109.0062199,-370.2458272,54.25367367,65.46904492,-108.6497387,-123.890113,-109.0062199,-370.2458272,60.86419553,68.23963528
390,48.57246123,2.538454543,11.55699171,-359.4514718,248.1533781,251.2878587,48.57246123,2.538454543,11.55699171,-359.4514718,261.8531261,273.0354809
391,-43.2193767,-85.5370991,-52.11283431,-244.2974499,203.45046,200.0537107,-43.2193767,-85.5370991,-52.11283431,-244.2974499,221.8776131,236.7096681
392,119.614265,106.0220252,121.7763582,-101.5492644,382.914876,377.8631388,119.614265,106.0220252,121.7763582,-101.5492644,415.723,427.823062
393,166.8056657,101.224626,154.0056514,44.71404413,466.6766492,454.2166994,166.8056657,101.224626,154.0056514,44.71404413,506.5822505,526.0503367
394,257.3607364,242.7100944,238.1462673,92.42377609,556.8560338,548.6168451,257.3607364,242.7100944,238.1462673,92.42377609,613.449317,621.8590662
395,73.54530204,16.40570274,78.78269637,-86.85899071,359.958353,351.0559351,73.54530204,16.40570274,78.78269637,-86.85899071,425.2729188,425.555343
396,32.19919714,27.83595067,56.10689881,-165.3139241,308.0767384,306.7158964,32.19919714,27.83595067,56.10689881,-165.3139241,377.6943059,362.2019554
397,-14.1001916,-60.33922803,-14.32257331,-113.3044834,269.5410961,268.254331,-14.1001916,-60.33922803,-14.32257331,-113.3044834,347.1979142,328.0322724
398,80.57351848,66.80119405,67.76297009,-59.76056126,397.6161513,398.1304208,80.57351848,66.80119405,67.76297009,-59.76056126,472.2170449,446.1227171
399,149.6381139,71.63955321,99.20848629,82.10014839,455.0540486,452.6288325,149.6381139,71.63955321,99.20848629,82.10014839,544.6866176,521.0989363
400,140.8463469,80.50969894,124.8229107,147.0550839,493.158788,487.5109837,140.8463469,80.50969894,124.8229107,147.0550839,587.7934774,565.150339
401,170.3121489,123.5065512,150.8749041,155.082246,534.2126208,528.2688791,170.3121489,123.5065512,150.8749041,155.082246,632.7845541,613.9125055
402,170.9221573,127.5865732,177.872556,74.04520914,523.9870845,516.2642933,170.9221573,127.5865732,177.872556,74.04520914,615.8012897,603.7263129
403,83.79235147,45.68236666,54.09374145,-123.217098,434.3685574,427.9156351,83.79235147,45.68236666,54.09374145,-123.217098,513.3085531,509.4851521
404,9.250164249,-19.52747685,-4.519652999,-200.1393285,266.4901617,263.9450678,9.250164249,-19.52747685,-4.519652999,-200.1393285,333.0064994,325.0241746
405,-4.064663622,-1.588022336,-3.294416636,-321.6843611,244.2675078,245.6541295,-4.064663622,-1.588022336,-3.294416636,-321.6843611,296.2125263,285.9079201
406,0.400367375,1.426038984,16.82550661,-215.3556879,201.9246873,204.0707766,0.400367375,1.426038984,16.82550661,-215.3556879,246.2498856,236.6820273
407,-25.09468675,-50.37032405,-31.76363686,-319.2314904,185.2714822,184.1439015,-25.09468675,-50.37032405,-31.76363686,-319.2314904,231.027847,228.2065056
408,-133.8498682,-143.112357,-147.5046838,-332.0119985,129.3166347,124.6702052,-133.8498682,-143.112357,-147.5046838,-332.0119985,164.436828,164.1747978
409,-307.1587058,-351.5740344,-329.2857323,-220.050029,-70.92332087,-77.63176185,-307.1587058,-351.5740344,-329.2857323,-220.050029,-33.43303351,-36.28703404
410,-430.1677432,-462.6988111,-449.6930436,-227.7616126,-171.0101574,-176.9292059,-430.1677432,-462.6988111,-449.6930436,-227.7616126,-134.3023347,-139.0803603
411,-402.3204534,-442.7400418,-407.7929704,-157.4967229,-193.0720067,-194.6438687,-402.3204534,-442.7400418,-407.7929704,-157.4967229,-148.0381188,-150.8906697
412,-415.2310494,-474.1361914,-430.6974515,-171.8516328,-184.9567731,-188.5589385,-415.2310494,-474.1361914,-430.6974515,-171.8516328,-127.9266441,-115.6106074
413,-363.5630108,-405.1217516,-405.5593624,-90.47087841,-114.5761854,-118.4221222,-363.5630108,-405.1217516,-405.5593624,-90.47087841,-48.77930709,-26.61804205
414,-335.907517,-401.5822069,-359.3522533,-88.71204222,-110.6573149,-116.3418688,-335.907517,-401.5822069,-359.3522533,-88.71204222,-40.75852478,-10.9638391
415,-121.9119337,-147.6014713,-148.7814659,1.308096775,129.0871019,123.051781,-121.9119337,-147.6014713,-148.7814659,1.308096775,184.5537548,213.8099729
416,33.09241823,-11.55400209,3.231523638,80.40134914,257.5320437,251.0261081,33.09241823,-11.55400209,3.231523638,80.40134914,305.7620363,335.3471065
417,-188.5978168,-181.7019822,-164.871565,-8.695398574,90.66009506,87.15979796,-188.5978168,-181.7019822,-164.871565,-8.695398574,111.4576885,131.9232531
418,-155.2585367,-127.3487006,-150.3379115,-48.93185946,114.7457015,113.2701738,-155.2585367,-127.3487006,-150.3379115,-48.93185946,125.7099834,142.8110101
419,232.7319089,219.1153298,200.0265228,14.0036616,459.9432777,457.2893254,232.7319089,219.1153298,200.0265228,14.0036616,473.4039391,495.0264931
420,272.8632121,268.7679366,251.003933,-92.25457235,553.0250087,551.869812,272.8632121,268.7679366,251.003933,-92.25457235,569.952135,595.1721236
421,-71.81223107,-40.88251113,-16.80792932,-172.8122413,202.3947986,206.6683598,-71.81223107,-40.88251113,-16.80792932,-172.8122413,224.9803268,249.3168267
422,-139.2490839,-98.05329044,-114.3259811,-163.575938,150.5418637,156.6571389,-139.2490839,-98.05329044,-114.3259811,-163.575938,170.9341119,199.5632539
423,123.7489853,103.0227073,73.98888368,-227.789695,345.1934069,349.6732412,123.7489853,103.0227073,73.98888368,-227.789695,372.2992952,406.7163676
424,135.4815262,104.6614008,105.0822909,-144.6712655,343.851822,347.3133005,135.4815262,104.6614008,105.0822909,-144.6712655,371.5642424,402.526178
425,87.82956124,112.2077691,138.0896509,-48.65845069,293.0870282,300.5287882,87.82956124,112.2077691,138.0896509,-48.65845069,318.275713,336.0652026
426,405.9596033,400.1062394,431.8436995,48.68093538,571.2162616,582.3037102,405.9596033,400.1062394,431.8436995,48.68093538,594.2824895,599.0874767
427,288.3474145,312.1323369,283.498983,-77.80893252,505.6430233,517.2221529,288.3474145,312.1323369,283.498983,-77.80893252,521.4521782,518.5316374
428,18.68742823,45.01482061,35.23254013,-133.1215637,204.850181,216.6300549,18.68742823,45.01482061,35.23254013,-133.1215637,219.2083483,208.6204528
429,-127.9960682,-106.7127217,-83.79182581,-142.0250497,37.73249355,45.96544813,-127.9960682,-106.7127217,-83.79182581,-142.0250497,37.7206008,18.84247938
430,169.3637484,159.1803027,129.063084,-110.4501496,308.9336208,312.0319452,169.3637484,159.1803027,129.063084,-110.4501496,307.5446806,291.7538257
431,54.40754975,46.78382562,32.07812431,-44.69313181,201.1071815,197.6067637,54.40754975,46.78382562,32.07812431,-44.69313181,201.1452367,191.3376703
432,-219.1836335,-210.4948402,-211.9492887,-40.3275057,-52.4316495,-59.104393,-219.1836335,-210.4948402,-211.9492887,-40.3275057,-44.41738534,-48.53712509
433,44.62385557,21.53053818,22.29553215,235.0834936,221.3647428,211.3954986,44.62385557,21.53053818,22.29553215,235.0834936,245.1980964,248.1928351
434,126.9389147,56.77081705,80.98128416,365.9719677,335.9126488,320.7602945,126.9389147,56.77081705,80.98128416,365.9719677,368.7041387,382.5905192
435,106.7956491,64.29264337,92.88983194,326.5690434,320.5868358,309.3228547,106.7956491,64.29264337,92.88983194,326.5690434,361.0820437,370.2566584
436,22.70813285,-18.8116123,36.25873925,313.222144,240.045801,233.3978434,22.70813285,-18.8116123,36.25873925,313.222144,279.5008373,281.4444449
437,-19.48600833,-89.05040456,-40.64466375,240.9234974,182.8560703,181.7950717,-19.48600833,-89.05040456,-40.64466375,240.9234974,226.813608,230.7553452
438,80.17244911,35.51853977,36.85400625,282.2935291,303.2204067,304.4039488,80.17244911,35.51853977,36.85400625,282.2935291,363.1218733,370.0339063
439,-382.7602726,-435.2861412,-384.0318905,-129.6461188,-162.6105166,-159.4275817,-382.7602726,-435.2861412,-384.0318905,-129.6461188,-92.07801628,-78.69513302
440,-407.6830377,-457.3435748,-429.4231964,-98.95236296,-171.3711672,-166.723428,-407.6830377,-457.3435748,-429.4231964,-98.95236296,-82.94691392,-63.9336129
441,-636.8926022,-742.9380787,-703.0900346,-117.1610066,-322.1566951,-329.3413934,-636.8926022,-742.9380787,-703.0900346,-117.1610066,-224.4792282,-188.5837548
442,-504.5515691,-576.5569187,-582.3102038,-103.0730888,-176.7879734,-189.0786127,-504.5515691,-576.5569187,-582.3102038,-103.0730888,-68.77988969,-35.70871854
443,-459.900083,-590.3320495,-509.0853379,-179.4149082,-143.230513,-160.8252784,-459.900083,-590.3320495,-509.0853379,-179.4149082,-29.32966992,-7.462852249
444,-87.42987773,-198.1215609,-156.5110059,-162.2938931,242.4943749,226.5781094,-87.42987773,-198.1215609,-156.5110059,-162.2938931,373.5650512,389.2737267
445,122.80207,44.63780778,69.91498022,-97.52056876,504.1492165,491.1220407,122.80207,44.63780778,69.91498022,-97.52056876,653.7857337,664.7582439
446,187.1517331,140.4847502,179.4299688,-156.4095893,550.0168589,544.5977188,187.1517331,140.4847502,179.4299688,-156.4095893,691.7888156,695.3268997
447,208.6357538,166.4000028,163.7340179,-3.68861924,504.2568869,510.9407321,208.6357538,166.4000028,163.7340179,-3.68861924,641.0667349,636.9815811
448,30.77467545,-29.31978783,-13.17118948,-82.83250086,282.212121,292.3003754,30.77467545,-29.31978783,-13.17118948,-82.83250086,401.846658,400.4472793
449,-213.4193731,-166.133634,-209.8399511,146.3687045,28.41876031,46.22796998,-213.4193731,-166.133634,-209.8399511,146.3687045,109.5538053,98.82572692
450,-106.6656426,-85.08442241,-121.4040188,452.5843605,65.25378316,76.0645479,-106.6656426,-85.08442241,-121.4040188,452.5843605,121.8595491,121.1885
451,62.97953094,28.77997493,-4.674267685,588.2909709,288.0144944,288.7235767,62.97953094,28.77997493,-4.674267685,588.2909709,329.6279318,350.9770045
452,-24.73389663,-31.12150997,-87.09524788,388.861837,247.3129053,239.7923645,-24.73389663,-31.12150997,-87.09524788,388.861837,280.0137071,306.9998961
453,-79.18292632,-47.56262178,-86.6230623,252.7952442,227.961723,216.820321,-79.18292632,-47.56262178,-86.6230623,252.7952442,250.3293412,275.3063785
454,-93.95272835,-90.7766778,-89.46945331,281.8817324,195.8254002,186.252299,-93.95272835,-90.7766778,-89.46945331,281.8817324,216.1101508,236.5030468
455,-39.07698843,-74.69058912,-45.91331714,72.80425557,196.5453618,188.8748408,-39.07698843,-74.69058912,-45.91331714,72.80425557,228.0857843,249.2480707
456,169.8208674,188.8371291,148.6551878,215.7505882,416.5789143,413.1718093,169.8208674,188.8371291,148.6551878,215.7505882,446.8732107,466.1449004
457,168.0132819,146.4233088,186.8454469,293.166277,318.0167211,319.6085073,168.0132819,146.4233088,186.8454469,293.166277,354.415174,365.9633796
458,154.2710182,182.8845595,159.1262199,251.7431731,360.2954002,368.5864726,154.2710182,182.8845595,159.1262199,251.7431731,400.046093,403.4559195
459,143.8738384,183.6391168,165.2971326,53.83367896,313.9598353,322.5463671,143.8738384,183.6391168,165.2971326,53.83367896,347.1555166,350.2489455
460,183.0576475,201.5867242,193.8805906,175.0755703,362.9530009,364.3696081,183.0576475,201.5867242,193.8805906,175.0755703,382.9568361,388.7183551
461,203.739002,238.7865658,199.3506429,414.862643,479.0716464,469.8459704,203.739002,238.7865658,199.3506429,414.862643,474.9535065,474.9934542
462,-180.5185805,-151.8226719,-162.8769952,137.2832225,93.44095093,75.77124668,-180.5185805,-151.8226719,-162.8769952,137.2832225,81.7886908,77.85329747
463,-73.40779724,-23.61518856,-62.68735135,58.30142174,223.6011432,197.0444499,-73.40779724,-23.61518856,-62.68735135,58.30142174,195.4633833,189.5385434
464,199.196463,217.0950582,181.2053508,134.9408031,478.2429583,449.8075682,199.196463,217.0950582,181.2053508,134.9408031,465.1099739,462.3447355
465,267.8757474,320.6141328,293.9878688,163.6969178,611.8288349,588.5883145,267.8757474,320.6141328,293.9878688,163.6969178,623.9575295,628.243884
466,241.1296506,260.6968589,243.7390349,42.053964,603.7174256,582.4017011,241.1296506,260.6968589,243.7390349,42.053964,648.251989,668.3072581
467,201.9489722,168.6612127,201.7110612,115.0534206,490.8690487,472.7917835,201.9489722,168.6612127,201.7110612,115.0534206,555.4300974,583.866271
468,-18.43914613,5.379048116,-9.909306464,24.92079209,313.4499647,307.2844565,-18.43914613,5.379048116,-9.909306464,24.92079209,369.0961229,384.3712143
469,-15.82282772,-35.03226588,23.01138734,-18.21623295,200.792173,204.4621488,-15.82282772,-35.03226588,23.01138734,-18.21623295,251.7786617,259.1982522
470,-110.0887863,-86.31544161,-96.71877878,13.70644346,119.7116614,131.7086537,-110.0887863,-86.31544161,-96.71877878,13.70644346,159.1752684,157.9645523
471,300.6297383,286.9342514,273.6842529,85.02663817,488.6994255,500.0683154,300.6297383,286.9342514,273.6842529,85.02663817,536.3235479,542.7748082
472,129.9851337,114.1347004,132.334634,95.19789912,372.0241104,382.4305871,129.9851337,114.1347004,132.334634,95.19789912,419.5716333,427.3234013
473,-254.9981412,-212.2422404,-229.0970813,-99.6695121,48.5832051,51.83390224,-254.9981412,-212.2422404,-229.0970813,-99.6695121,95.67116732,110.3152821
474,-162.6223194,-180.628061,-166.3761257,-141.0773106,35.55579483,34.25503649,-162.6223194,-180.628061,-166.3761257,-141.0773106,67.08392528,81.87518173
475,-126.0308646,-118.5469265,-152.6928597,-107.5072294,76.85312235,69.73514162,-126.0308646,-118.5469265,-152.6928597,-107.5072294,91.16965115,103.6973736
476,-27.68465729,-5.579233409,-54.75732701,-86.4424285,137.8291883,131.0051462,-27.68465729,-5.579233409,-54.75732701,-86.4424285,157.5204321,169.0254086
477,-237.2269407,-225.209721,-204.6970153,-136.1996202,-118.2002041,-126.6597868,-237.2269407,-225.209721,-204.6970153,-136.1996202,-107.2983352,-97.74295985
478,46.44639455,64.88979307,18.32958843,-199.8596991,154.1059159,149.6842652,46.44639455,64.88979307,18.32958843,-199.8596991,173.6097691,182.6430529
479,-0.020259055,-0.44809043,-10.06963173,-89.11576112,122.7649665,122.4858257,-0.020259055,-0.44809043,-10.06963173,-89.11576112,140.8936248,146.5709489
480,-63.16835153,-51.5427901,-60.44960029,-112.7117747,70.24435,74.90139299,-63.16835153,-51.5427901,-60.44960029,-112.7117747,92.21627196,95.73861927
481,255.1012827,236.015847,228.4375094,107.6295776,397.0695206,400.6709799,255.1012827,236.015847,228.4375094,107.6295776,422.2995212,431.6617646
482,296.3142239,232.7300386,274.0270297,220.0237369,434.8601576,435.121858,296.3142239,232.7300386,274.0270297,220.0237369,452.4075338,474.0426773
483,158.9268246,158.5246765,144.0004041,152.770984,337.9933958,342.5466444,158.9268246,158.5246765,144.0004041,152.770984,350.6446499,373.5531595
484,-179.9028086,-152.679573,-160.5483112,-74.66760759,-35.91456386,-28.91074936,-179.9028086,-152.679573,-160.5483112,-74.66760759,-33.26128717,-4.95116592
485,-215.6856419,-220.6069041,-226.1283895,-141.2615862,-98.14754981,-90.51664253,-215.6856419,-220.6069041,-226.1283895,-141.2615862,-88.5840545,-43.80451287
486,-25.02053007,2.356566453,-38.16521078,14.12209056,139.6276697,142.4301062,-25.02053007,2.356566453,-38.16521078,14.12209056,152.9575526,201.7683903
487,93.12941619,58.97587454,67.41546181,72.06612491,267.4329961,259.5549688,93.12941619,58.97587454,67.41546181,72.06612491,294.5184771,355.3536671
488,60.23381318,44.38063414,67.72153096,132.1552731,315.1079819,300.9936953,60.23381318,44.38063414,67.72153096,132.1552731,341.303712,385.9612877
489,-259.5988024,-280.7888106,-270.5953929,-91.72409705,40.64108273,23.59657674,-259.5988024,-280.7888106,-270.5953929,-91.72409705,73.16029397,98.85888758
490,-208.2643158,-185.2247468,-200.2224754,-25.75088191,79.75013503,70.83978711,-208.2643158,-185.2247468,-200.2224754,-25.75088191,123.847153,124.9777633
491,-288.3750215,-310.561572,-289.7535551,-7.78303208,17.22116191,11.93782128,-288.3750215,-310.561572,-289.7535551,-7.78303208,83.45043835,75.04019502
492,-2.75736518,-50.25908238,-45.3221127,118.3439499,272.5038387,273.2282106,-2.75736518,-50.25908238,-45.3221127,118.3439499,376.9938647,372.9614077
493,226.2982173,169.2648183,180.3484791,132.8318868,571.1168952,571.9415646,226.2982173,169.2648183,180.3484791,132.8318868,700.3423394,701.3294371
494,189.6828093,138.6511794,177.8185348,125.4375623,548.8163133,547.8681584,189.6828093,138.6511794,177.8185348,125.4375623,680.2905062,685.0094564
495,179.0468188,149.594933,152.2935636,127.8065293,487.632532,488.8833035,179.0468188,149.594933,152.2935636,127.8065293,606.3017098,605.3637284
496,100.5953168,103.0831167,109.7205395,138.3620784,413.2500722,412.0511383,100.5953168,103.0831167,109.7205395,138.3620784,496.750317,497.8848376
497,-96.64641769,-44.58200233,-95.9400062,225.8014284,165.9370791,168.1073094,-96.64641769,-44.58200233,-95.9400062,225.8014284,207.3729582,202.3091279
498,9.002257676,49.99784407,-13.27772079,196.1969364,229.6474047,226.1297541,9.002257676,49.99784407,-13.27772079,196.1969364,247.975865,247.8804189
499,-171.9523613,-124.7956627,-183.1869489,61.39937897,59.30041854,56.52183303,-171.9523613,-124.7956627,-183.1869489,61.39937897,58.34955667,57.01638125
500,-175.9776025,-159.3179101,-170.7129086,-52.54404218,64.14094693,57.36379577,-175.9776025,-159.3179101,-170.7129086,-52.54404218,76.82794963,77.64307609
501,-76.1210197,-40.85018199,-70.77681535,-37.03571909,268.6971248,258.1892026,-76.1210197,-40.85018199,-70.77681535,-37.03571909,294.6789474,301.6605085
502,-177.3025241,-183.7181851,-181.7390793,-128.7644111,159.4080722,145.3438965,-177.3025241,-183.7181851,-181.7390793,-128.7644111,203.1982724,217.223479
503,-125.356753,-196.0917229,-156.3259468,-165.7178229,192.3790325,176.7330207,-125.356753,-196.0917229,-156.3259468,-165.7178229,253.5777105,272.8746415
504,-328.7180375,-332.1240395,-347.8803643,-319.8981371,-10.14161836,-17.40131011,-328.7180375,-332.1240395,-347.8803643,-319.8981371,41.41780351,48.10512151
505,-99.18423764,-143.6043845,-103.2095964,-119.7035355,70.20968575,74.30625571,-99.18423764,-143.6043845,-103.2095964,-119.7035355,135.3906943,130.3086298
506,-88.76649144,-94.05798947,-57.99746586,30.39876974,135.9513396,147.0104418,-88.76649144,-94.05798947,-57.99746586,30.39876974,193.3555757,180.9365073
507,-100.1489275,-61.12467925,-80.04589949,86.57322433,124.7089213,134.0808945,-100.1489275,-61.12467925,-80.04589949,86.57322433,191.8645048,185.749486
508,-218.0250655,-254.8611417,-218.7914271,110.8092872,36.42315615,30.10415828,-218.0250655,-254.8611417,-218.7914271,110.8092872,86.61714886,94.09919112
509,-448.24819,-396.8272696,-454.2731075,-52.35350678,-114.4808914,-130.73637,-448.24819,-396.8272696,-454.2731075,-52.35350678,-107.9938662,-111.3400065
510,-290.9296264,-273.9498404,-332.6465869,-34.19640402,-13.63283731,-39.17390837,-290.9296264,-273.9498404,-332.6465869,-34.19640402,-16.6748048,-23.10278949
511,33.25595208,45.29144476,13.61949743,57.11514694,326.8616505,295.4336597,33.25595208,45.29144476,13.61949743,57.11514694,309.1140208,300.9044789
512,68.44319364,77.36791104,47.18659287,1.683996975,399.9339774,367.8019443,68.44319364,77.36791104,47.18659287,1.683996975,417.1511408,419.5692476
513,-236.5328442,-203.1081378,-186.8497964,-234.3882951,156.3511537,126.1958619,-236.5328442,-203.1081378,-186.8497964,-234.3882951,194.8755197,209.569995
514,-198.3804171,-195.4919336,-198.2445143,-414.0023666,178.3025727,156.6070952,-198.3804171,-195.4919336,-198.2445143,-414.0023666,238.2186939,261.30561
515,245.2563548,198.824799,197.0150399,-121.513048,547.533546,535.0107028,245.2563548,198.824799,197.0150399,-121.513048,620.1544585,642.4671555
516,115.5173259,88.29584921,98.8297533,-76.93980971,405.3571521,405.7806915,115.5173259,88.29584921,98.8297533,-76.93980971,476.6566094,494.1249302
517,107.5464915,104.3815776,161.8668578,53.82364211,342.7618125,355.1678006,107.5464915,104.3815776,161.8668578,53.82364211,413.8035754,421.4083023
518,-264.23237,-238.1698411,-228.2933442,-47.33070251,4.327847105,19.41516781,-264.23237,-238.1698411,-228.2933442,-47.33070251,57.06075654,65.75012697
519,243.507383,233.1865286,192.0638968,77.27205064,433.3381687,444.753896,243.507383,233.1865286,192.0638968,77.27205064,487.0476544,509.5336482
520,324.7314772,310.1246735,298.8040383,225.1630159,553.4846369,558.7898875,324.7314772,310.1246735,298.8040383,225.1630159,592.8961727,611.1789442
521,311.1014874,350.0514409,338.1942155,262.8923701,551.2033117,552.8091184,311.1014874,350.0514409,338.1942155,262.8923701,580.6974163,595.2684568
522,197.1858796,251.0061442,254.9316299,244.6333201,423.715751,422.8604939,197.1858796,251.0061442,254.9316299,244.6333201,430.8454117,430.3528921
523,-4.048347412,57.93868519,14.46189108,38.80075007,213.6695807,202.9767575,-4.048347412,57.93868519,14.46189108,38.80075007,199.3085688,198.638529
524,10.87839483,73.13194743,-5.653514583,47.12920919,142.4437734,131.697374,10.87839483,73.13194743,-5.653514583,47.12920919,125.9048676,118.0179701
525,-202.8401687,-169.918289,-187.7609344,-22.53582753,-101.6030767,-116.5230907,-202.8401687,-169.918289,-187.7609344,-22.53582753,-121.3861707,-130.04893
526,82.57123646,124.4948915,67.75942434,64.46669429,150.6351273,144.712262,82.57123646,124.4948915,67.75942434,64.46669429,149.902437,139.3016905
527,55.35291142,73.43347061,56.19532404,46.21744121,166.8037208,162.286575,55.35291142,73.43347061,56.19532404,46.21744121,185.1844606,180.7576403
528,71.95255927,56.91001965,45.31519535,40.10639041,247.0730939,243.9812221,71.95255927,56.91001965,45.31519535,40.10639041,282.2821246,290.5015862
529,-64.24597896,-128.697446,-83.29175105,-40.02352144,106.6621382,101.4481281,-64.24597896,-128.697446,-83.29175105,-40.02352144,151.3203964,165.8282133
530,208.6495572,145.821635,191.0109468,74.45348422,398.336144,391.5850745,208.6495572,145.821635,191.0109468,74.45348422,432.6817671,453.833126
531,285.7208163,261.5076525,258.0260803,95.98060806,437.6547019,438.7141441,285.7208163,261.5076525,258.0260803,95.98060806,460.2363666,477.5221701
532,208.0926045,189.4683027,214.8366768,207.5980348,317.5301014,322.5530172,208.0926045,189.4683027,214.8366768,207.5980348,336.9626707,366.399269
533,-210.1660846,-148.6788705,-190.908432,-86.92512185,-8.120516007,2.491758248,-210.1660846,-148.6788705,-190.908432,-86.92512185,5.237857676,47.21330461
534,-143.9519923,-132.0573758,-142.3248674,-96.04125494,-33.31926516,-29.24123044,-143.9519923,-132.0573758,-142.3248674,-96.04125494,-10.48828133,43.43292129
535,-109.6089641,-114.4286234,-145.9328285,-218.0082923,89.3796031,83.67617908,-109.6089641,-114.4286234,-145.9328285,-218.0082923,111.5943414,172.6525889
